date	base	price	rate
1/8/2016	USD	GBP	0.889293492009
1/8/2016	USD	AUD	0.789689866895
1/8/2016	USD	CHF	0.947178312592
1/8/2016	USD	XAG	0.706966713117
1/8/2016	USD	XAU	0.90268278226
1/8/2016	USD	NZD	0.801081016097
1/9/2016	USD	EUR	0.565575059046
1/9/2016	USD	JPY	0.510067481204
1/9/2016	USD	GBP	0.999291257998
1/9/2016	USD	AUD	0.894798605591
1/9/2016	USD	CHF	0.548589258389
1/9/2016	USD	XAG	0.616241874836
1/9/2016	USD	XAU	0.649782346525
1/9/2016	USD	NZD	0.613788568463
1/10/2016	USD	EUR	0.993673648554
1/10/2016	USD	JPY	0.656329109925
1/10/2016	USD	GBP	0.572247988871
1/10/2016	USD	AUD	0.670648809926
1/10/2016	USD	CHF	0.718227057598
1/10/2016	USD	XAG	0.931290590141
1/10/2016	USD	XAU	0.949467818702
1/10/2016	USD	NZD	0.870093066756
1/11/2016	USD	EUR	0.872707246722
1/11/2016	USD	JPY	0.893411839892
1/11/2016	USD	GBP	0.765182513306
1/11/2016	USD	AUD	0.717830185868
1/11/2016	USD	CHF	0.763139169397
1/11/2016	USD	XAG	0.507283466046
1/11/2016	USD	XAU	0.641343859739
1/11/2016	USD	NZD	0.507676317004
1/12/2016	USD	EUR	0.818071979436
1/12/2016	USD	JPY	0.78574317795
1/12/2016	USD	GBP	0.537764283536
1/12/2016	USD	AUD	0.634774949542
1/12/2016	USD	CHF	0.53485533677
1/12/2016	USD	XAG	0.951369474529
1/12/2016	USD	XAU	0.541107973112
1/12/2016	USD	NZD	0.600215411295
1/13/2016	USD	EUR	0.964659293647
1/13/2016	USD	JPY	0.823581573362
1/13/2016	USD	GBP	0.692210842841
1/13/2016	USD	AUD	0.950332256674
1/13/2016	USD	CHF	0.899804478856
1/13/2016	USD	XAG	0.678626663341
1/13/2016	USD	XAU	0.899658721964
1/13/2016	USD	NZD	0.550890659265
1/14/2016	USD	EUR	0.716441264187
1/14/2016	USD	JPY	0.66366754203
1/14/2016	USD	GBP	0.820624397692
1/14/2016	USD	AUD	0.948536901945
1/14/2016	USD	CHF	0.879869600576
1/14/2016	USD	XAG	0.749957342676
1/14/2016	USD	XAU	0.897401490344
1/14/2016	USD	NZD	0.674908374884
1/15/2016	USD	EUR	0.501497783435
1/15/2016	USD	JPY	0.879283739765
1/15/2016	USD	GBP	0.66505899372
1/15/2016	USD	AUD	0.804844540433
1/15/2016	USD	CHF	0.793014190717
1/15/2016	USD	XAG	0.778241579862
1/15/2016	USD	XAU	0.766078174
1/15/2016	USD	NZD	0.833917139961
1/16/2016	USD	EUR	0.553624171778
1/16/2016	USD	JPY	0.777063375968
1/16/2016	USD	GBP	0.822255025377
1/16/2016	USD	AUD	0.575627736731
1/16/2016	USD	CHF	0.718115952991
1/16/2016	USD	XAG	0.940962217397
1/16/2016	USD	XAU	0.825187481627
1/16/2016	USD	NZD	0.571451086007
1/17/2016	USD	EUR	0.768977365114
1/17/2016	USD	JPY	0.563449892314
1/17/2016	USD	GBP	0.81844289197
1/17/2016	USD	AUD	0.650065812956
1/17/2016	USD	CHF	0.711817165983
1/17/2016	USD	XAG	0.893231513325
1/17/2016	USD	XAU	0.945962735886
1/17/2016	USD	NZD	0.837782946372
1/18/2016	USD	EUR	0.697359861627
1/18/2016	USD	JPY	0.599566493546
1/18/2016	USD	GBP	0.983664078517
1/18/2016	USD	AUD	0.601088611141
1/18/2016	USD	CHF	0.861952910523
1/18/2016	USD	XAG	0.561805698444
1/18/2016	USD	XAU	0.966915844276
1/18/2016	USD	NZD	0.891710106355
1/19/2016	USD	EUR	0.541627005008
1/19/2016	USD	JPY	0.563679196264
1/19/2016	USD	GBP	0.684910677645
1/19/2016	USD	AUD	0.766448958662
1/19/2016	USD	CHF	0.92224171083
1/19/2016	USD	XAG	0.86091652522
1/19/2016	USD	XAU	0.645017838685
1/19/2016	USD	NZD	0.966797551453
1/20/2016	USD	EUR	0.998522172065
1/20/2016	USD	JPY	0.520392021049
1/20/2016	USD	GBP	0.869867028139
1/20/2016	USD	AUD	0.875195733365
1/20/2016	USD	CHF	0.725809125947
1/20/2016	USD	XAG	0.931787369693
1/20/2016	USD	XAU	0.829175681715
1/20/2016	USD	NZD	0.963575541431
1/21/2016	USD	EUR	0.968605268871
1/21/2016	USD	JPY	0.94098512574
1/21/2016	USD	GBP	0.588258752996
1/21/2016	USD	AUD	0.583109674321
1/21/2016	USD	CHF	0.692515433871
1/21/2016	USD	XAG	0.632274896518
1/21/2016	USD	XAU	0.900918749443
1/21/2016	USD	NZD	0.503386117454
1/22/2016	USD	EUR	0.966314434541
1/22/2016	USD	JPY	0.679216516663
1/22/2016	USD	GBP	0.684120618173
1/22/2016	USD	AUD	0.835717136749
1/22/2016	USD	CHF	0.791237860583
1/22/2016	USD	XAG	0.675866648806
1/22/2016	USD	XAU	0.674842763499
1/22/2016	USD	NZD	0.868990109872
1/23/2016	USD	EUR	0.744135815895
1/23/2016	USD	JPY	0.525312654603
1/23/2016	USD	GBP	0.608222948889
1/23/2016	USD	AUD	0.94349428978
1/23/2016	USD	CHF	0.768985173749
1/23/2016	USD	XAG	0.505124792953
1/23/2016	USD	XAU	0.924630999129
1/23/2016	USD	NZD	0.666660524326
1/24/2016	USD	EUR	0.655253150828
1/24/2016	USD	JPY	0.783085134217
1/24/2016	USD	GBP	0.910968859366
1/24/2016	USD	AUD	0.963375568334
1/24/2016	USD	CHF	0.866629338095
1/24/2016	USD	XAG	0.546013013293
1/24/2016	USD	XAU	0.50727217172
1/24/2016	USD	NZD	0.627142880315
1/25/2016	USD	EUR	0.697953651339
1/25/2016	USD	JPY	0.888019270662
1/25/2016	USD	GBP	0.77349764697
1/25/2016	USD	AUD	0.639240070006
1/25/2016	USD	CHF	0.917101147744
1/25/2016	USD	XAG	0.74713874763
1/25/2016	USD	XAU	0.702742795856
1/25/2016	USD	NZD	0.769125105093
1/26/2016	USD	EUR	0.771065021745
1/26/2016	USD	JPY	0.807914862389
1/26/2016	USD	GBP	0.932358501063
1/26/2016	USD	AUD	0.966091104943
1/26/2016	USD	CHF	0.832348317274
1/26/2016	USD	XAG	0.940858641335
1/26/2016	USD	XAU	0.609174198369
1/26/2016	USD	NZD	0.971186992101
1/27/2016	USD	EUR	0.563414898179
1/27/2016	USD	JPY	0.747107884849
1/27/2016	USD	GBP	0.916986511219
1/27/2016	USD	AUD	0.867677896678
1/27/2016	USD	CHF	0.903444546776
1/27/2016	USD	XAG	0.701196049794
1/27/2016	USD	XAU	0.863286629533
1/27/2016	USD	NZD	0.527143665834
1/28/2016	USD	EUR	0.623154773791
1/28/2016	USD	JPY	0.652888239613
1/28/2016	USD	GBP	0.780487073079
1/28/2016	USD	AUD	0.635026170537
1/28/2016	USD	CHF	0.632039938088
1/28/2016	USD	XAG	0.979639161785
1/28/2016	USD	XAU	0.549731226493
1/28/2016	USD	NZD	0.909620021131
1/29/2016	USD	EUR	0.989565005475
1/29/2016	USD	JPY	0.546349873726
1/29/2016	USD	GBP	0.742594088213
1/29/2016	USD	AUD	0.876231580195
1/29/2016	USD	CHF	0.939481445814
1/29/2016	USD	XAG	0.973737464309
1/29/2016	USD	XAU	0.855167541009
1/29/2016	USD	NZD	0.919445546151
1/30/2016	USD	EUR	0.512335747387
1/30/2016	USD	JPY	0.901726097802
1/30/2016	USD	GBP	0.509092602328
1/30/2016	USD	AUD	0.599617689102
1/30/2016	USD	CHF	0.649476183284
1/30/2016	USD	XAG	0.760074261301
1/30/2016	USD	XAU	0.718197281902
1/30/2016	USD	NZD	0.550688183472
1/31/2016	USD	EUR	0.793165064286
1/31/2016	USD	JPY	0.804796701512
1/31/2016	USD	GBP	0.96321094891
1/31/2016	USD	AUD	0.560282394073
1/31/2016	USD	CHF	0.692076085592
1/31/2016	USD	XAG	0.525523033055
1/31/2016	USD	XAU	0.857198235957
1/31/2016	USD	NZD	0.891798296719
2/1/2016	USD	EUR	0.70961997751
2/1/2016	USD	JPY	0.974898323937
2/1/2016	USD	GBP	0.884136008661
2/1/2016	USD	AUD	0.815319933928
2/1/2016	USD	CHF	0.935033587863
2/1/2016	USD	XAG	0.989954589984
2/1/2016	USD	XAU	0.57434424586
2/1/2016	USD	NZD	0.535415079261
2/2/2016	USD	EUR	0.735817176306
2/2/2016	USD	JPY	0.647839048456
2/2/2016	USD	GBP	0.635918220041
2/2/2016	USD	AUD	0.803716616294
2/2/2016	USD	CHF	0.685845441417
2/2/2016	USD	XAG	0.97888861938
2/2/2016	USD	XAU	0.620284222429
2/2/2016	USD	NZD	0.684076371826
2/3/2016	USD	EUR	0.671392773401
2/3/2016	USD	JPY	0.902222112563
2/3/2016	USD	GBP	0.628061083561
2/3/2016	USD	AUD	0.800673979412
2/3/2016	USD	CHF	0.589017099063
2/3/2016	USD	XAG	0.538047353303
2/3/2016	USD	XAU	0.853239138064
2/3/2016	USD	NZD	0.91853101943
2/4/2016	USD	EUR	0.535188290059
2/4/2016	USD	JPY	0.900566278174
2/4/2016	USD	GBP	0.806303130667
2/4/2016	USD	AUD	0.923546983023
2/4/2016	USD	CHF	0.791948018559
2/4/2016	USD	XAG	0.57044062297
2/4/2016	USD	XAU	0.70245842062
2/4/2016	USD	NZD	0.796825100206
2/5/2016	USD	EUR	0.923191317581
2/5/2016	USD	JPY	0.955923353946
2/5/2016	USD	GBP	0.677021440855
2/5/2016	USD	AUD	0.862587126731
2/5/2016	USD	CHF	0.94690122215
2/5/2016	USD	XAG	0.548358549796
2/5/2016	USD	XAU	0.689238290842
2/5/2016	USD	NZD	0.551258355388
2/6/2016	USD	EUR	0.867749154968
2/6/2016	USD	JPY	0.874695917852
2/6/2016	USD	GBP	0.874203361402
2/6/2016	USD	AUD	0.799204998352
2/6/2016	USD	CHF	0.826113717717
2/6/2016	USD	XAG	0.742352924459
2/6/2016	USD	XAU	0.68465046312
2/6/2016	USD	NZD	0.521947874088
2/7/2016	USD	EUR	0.628297667313
2/7/2016	USD	JPY	0.749314442804
2/7/2016	USD	GBP	0.57103683851
2/7/2016	USD	AUD	0.846465555865
2/7/2016	USD	CHF	0.987382666032
2/7/2016	USD	XAG	0.787698238321
2/7/2016	USD	XAU	0.991537899149
2/7/2016	USD	NZD	0.912083601398
2/8/2016	USD	EUR	0.630351585737
2/8/2016	USD	JPY	0.722518766448
2/8/2016	USD	GBP	0.993700899581
2/8/2016	USD	AUD	0.843512013731
2/8/2016	USD	CHF	0.910629594132
2/8/2016	USD	XAG	0.863598017074
2/8/2016	USD	XAU	0.764079500883
2/8/2016	USD	NZD	0.506177649348
2/9/2016	USD	EUR	0.778712631312
2/9/2016	USD	JPY	0.562741639968
2/9/2016	USD	GBP	0.816375774571
2/9/2016	USD	AUD	0.958476517675
2/9/2016	USD	CHF	0.973619259274
2/9/2016	USD	XAG	0.570878245388
2/9/2016	USD	XAU	0.553436012422
2/9/2016	USD	NZD	0.544372629044
2/10/2016	USD	EUR	0.538783677783
2/10/2016	USD	JPY	0.663869041836
2/10/2016	USD	GBP	0.711384895044
2/10/2016	USD	AUD	0.535510627388
2/10/2016	USD	CHF	0.60555046477
2/10/2016	USD	XAG	0.990957360382
2/10/2016	USD	XAU	0.856453129657
2/10/2016	USD	NZD	0.985813644477
2/11/2016	USD	EUR	0.657398958348
2/11/2016	USD	JPY	0.772462954076
2/11/2016	USD	GBP	0.578042671577
2/11/2016	USD	AUD	0.842501284952
2/11/2016	USD	CHF	0.53477725809
2/11/2016	USD	XAG	0.710222636392
2/11/2016	USD	XAU	0.67235602701
2/11/2016	USD	NZD	0.587400261611
2/12/2016	USD	EUR	0.846168821955
2/12/2016	USD	JPY	0.572795087692
2/12/2016	USD	GBP	0.53519193935
2/12/2016	USD	AUD	0.567964648639
2/12/2016	USD	CHF	0.951671126516
2/12/2016	USD	XAG	0.831912184203
2/12/2016	USD	XAU	0.938108951695
2/12/2016	USD	NZD	0.600749511011
2/13/2016	USD	EUR	0.803840809237
2/13/2016	USD	JPY	0.826081192777
2/13/2016	USD	GBP	0.634899706775
2/13/2016	USD	AUD	0.557443915197
2/13/2016	USD	CHF	0.572191537795
2/13/2016	USD	XAG	0.946714059797
2/13/2016	USD	XAU	0.636813781462
2/13/2016	USD	NZD	0.722264212379
2/14/2016	USD	EUR	0.947409440782
2/14/2016	USD	JPY	0.969529381216
2/14/2016	USD	GBP	0.720098905833
2/14/2016	USD	AUD	0.971503855161
2/14/2016	USD	CHF	0.796938796272
2/14/2016	USD	XAG	0.500242895596
2/14/2016	USD	XAU	0.733530280601
2/14/2016	USD	NZD	0.535073470204
2/15/2016	USD	EUR	0.54803718289
2/15/2016	USD	JPY	0.773914573353
2/15/2016	USD	GBP	0.624481408006
2/15/2016	USD	AUD	0.987327660619
2/15/2016	USD	CHF	0.564874575342
2/15/2016	USD	XAG	0.677023093162
2/15/2016	USD	XAU	0.528284764851
2/15/2016	USD	NZD	0.941308745342
2/16/2016	USD	EUR	0.801880467984
2/16/2016	USD	JPY	0.597323311047
2/16/2016	USD	GBP	0.71287240614
2/16/2016	USD	AUD	0.696233991571
2/16/2016	USD	CHF	0.575421376734
2/16/2016	USD	XAG	0.804567358988
2/16/2016	USD	XAU	0.85199806752
2/16/2016	USD	NZD	0.544407063629
2/17/2016	USD	EUR	0.690382803279
2/17/2016	USD	JPY	0.538671744258
2/17/2016	USD	GBP	0.738516012511
2/17/2016	USD	AUD	0.942147728848
2/17/2016	USD	CHF	0.55820111332
2/17/2016	USD	XAG	0.764599172256
2/17/2016	USD	XAU	0.635519005502
2/17/2016	USD	NZD	0.886832393818
2/18/2016	USD	EUR	0.667264519751
2/18/2016	USD	JPY	0.916720802839
2/18/2016	USD	GBP	0.964686911167
2/18/2016	USD	AUD	0.800417610732
2/18/2016	USD	CHF	0.572920033015
2/18/2016	USD	XAG	0.896392541868
2/18/2016	USD	XAU	0.513725558466
2/18/2016	USD	NZD	0.949855215127
2/19/2016	USD	EUR	0.998045154533
2/19/2016	USD	JPY	0.814825192703
2/19/2016	USD	GBP	0.573609359643
2/19/2016	USD	AUD	0.7239171191
2/19/2016	USD	CHF	0.639572336291
2/19/2016	USD	XAG	0.88826841768
2/19/2016	USD	XAU	0.967735940241
2/19/2016	USD	NZD	0.835574559858
2/20/2016	USD	EUR	0.978666054049
2/20/2016	USD	JPY	0.896468593956
2/20/2016	USD	GBP	0.7909170683
2/20/2016	USD	AUD	0.666534318768
2/20/2016	USD	CHF	0.750435281716
2/20/2016	USD	XAG	0.808397046527
2/20/2016	USD	XAU	0.986286000099
2/20/2016	USD	NZD	0.777242496165
2/21/2016	USD	EUR	0.73915746854
2/21/2016	USD	JPY	0.523591875642
2/21/2016	USD	GBP	0.600880205488
2/21/2016	USD	AUD	0.860118165967
2/21/2016	USD	CHF	0.993640212544
2/21/2016	USD	XAG	0.928128378078
2/21/2016	USD	XAU	0.680353701176
2/21/2016	USD	NZD	0.840348318271
2/22/2016	USD	EUR	0.625942151301
2/22/2016	USD	JPY	0.796774221284
2/22/2016	USD	GBP	0.511104214804
2/22/2016	USD	AUD	0.985189792092
2/22/2016	USD	CHF	0.640708158547
2/22/2016	USD	XAG	0.785845490488
2/22/2016	USD	XAU	0.855690532437
2/22/2016	USD	NZD	0.510438231163
2/23/2016	USD	EUR	0.943261511011
2/23/2016	USD	JPY	0.987389023873
2/23/2016	USD	GBP	0.852446323522
2/23/2016	USD	AUD	0.598114513414
2/23/2016	USD	CHF	0.643997171752
2/23/2016	USD	XAG	0.754572686253
2/23/2016	USD	XAU	0.767116583653
2/23/2016	USD	NZD	0.578268860443
2/24/2016	USD	EUR	0.736655543382
2/24/2016	USD	JPY	0.688685885413
2/24/2016	USD	GBP	0.604469386989
2/24/2016	USD	AUD	0.949016998916
2/24/2016	USD	CHF	0.657387936706
2/24/2016	USD	XAG	0.789811240389
2/24/2016	USD	XAU	0.89869967502
2/24/2016	USD	NZD	0.56153023802
2/25/2016	USD	EUR	0.889973301079
2/25/2016	USD	JPY	0.675432518054
2/25/2016	USD	GBP	0.712648055108
2/25/2016	USD	AUD	0.911646712199
2/25/2016	USD	CHF	0.882170852591
2/25/2016	USD	XAG	0.585405396719
2/25/2016	USD	XAU	0.733824152387
2/25/2016	USD	NZD	0.744981822815
2/26/2016	USD	EUR	0.689167855143
2/26/2016	USD	JPY	0.560815503775
2/26/2016	USD	GBP	0.680863641368
2/26/2016	USD	AUD	0.651784103503
2/26/2016	USD	CHF	0.942491720185
2/26/2016	USD	XAG	0.983762915755
2/26/2016	USD	XAU	0.77877306492
2/26/2016	USD	NZD	0.916436905803
2/27/2016	USD	EUR	0.533967708044
2/27/2016	USD	JPY	0.572781445072
2/27/2016	USD	GBP	0.85016468992
2/27/2016	USD	AUD	0.532646050716
2/27/2016	USD	CHF	0.888682994942
2/27/2016	USD	XAG	0.531764363454
2/27/2016	USD	XAU	0.572734365969
2/27/2016	USD	NZD	0.599777447757
2/28/2016	USD	EUR	0.543127260896
2/28/2016	USD	JPY	0.963151367308
2/28/2016	USD	GBP	0.746075950998
2/28/2016	USD	AUD	0.810848380806
2/28/2016	USD	CHF	0.799475252452
2/28/2016	USD	XAG	0.78830342432
2/28/2016	USD	XAU	0.765096170546
2/28/2016	USD	NZD	0.842791289726
2/29/2016	USD	EUR	0.784478084955
2/29/2016	USD	JPY	0.666697867157
2/29/2016	USD	GBP	0.647299430877
2/29/2016	USD	AUD	0.623324850506
2/29/2016	USD	CHF	0.966697389726
2/29/2016	USD	XAG	0.690069516614
2/29/2016	USD	XAU	0.924390057557
2/29/2016	USD	NZD	0.856034728675
3/1/2016	USD	EUR	0.606140844134
3/1/2016	USD	JPY	0.807380476177
3/1/2016	USD	GBP	0.640733127063
3/1/2016	USD	AUD	0.528287894774
3/1/2016	USD	CHF	0.952541705711
3/1/2016	USD	XAG	0.549417898704
3/1/2016	USD	XAU	0.633571711733
3/1/2016	USD	NZD	0.551998800538
3/2/2016	USD	EUR	0.687898985944
3/2/2016	USD	JPY	0.789945790528
3/2/2016	USD	GBP	0.918498789319
3/2/2016	USD	AUD	0.888716462289
3/2/2016	USD	CHF	0.928091170969
3/2/2016	USD	XAG	0.654057231467
3/2/2016	USD	XAU	0.874819817729
3/2/2016	USD	NZD	0.899675598207
3/3/2016	USD	EUR	0.801886916368
3/3/2016	USD	JPY	0.786132270905
3/3/2016	USD	GBP	0.658640339898
3/3/2016	USD	AUD	0.894508616315
3/3/2016	USD	CHF	0.770648044568
3/3/2016	USD	XAG	0.809566045156
3/3/2016	USD	XAU	0.634284794994
3/3/2016	USD	NZD	0.517622371946
3/4/2016	USD	EUR	0.959094697093
3/4/2016	USD	JPY	0.566264026664
3/4/2016	USD	GBP	0.799209353953
3/4/2016	USD	AUD	0.773743312762
3/4/2016	USD	CHF	0.595533790721
3/4/2016	USD	XAG	0.54262962438
3/4/2016	USD	XAU	0.546869329137
3/4/2016	USD	NZD	0.594676098868
3/5/2016	USD	EUR	0.805944442877
3/5/2016	USD	JPY	0.707140770403
3/5/2016	USD	GBP	0.558409414888
3/5/2016	USD	AUD	0.994590684669
3/5/2016	USD	CHF	0.76150060733
3/5/2016	USD	XAG	0.503141379895
3/5/2016	USD	XAU	0.78657163488
3/5/2016	USD	NZD	0.935017909964
3/6/2016	USD	EUR	0.925225682782
3/6/2016	USD	JPY	0.921305376122
3/6/2016	USD	GBP	0.991941001681
3/6/2016	USD	AUD	0.512160785233
3/6/2016	USD	CHF	0.974381007677
3/6/2016	USD	XAG	0.693174162455
3/6/2016	USD	XAU	0.681017418395
3/6/2016	USD	NZD	0.766217929426
3/7/2016	USD	EUR	0.957436980601
3/7/2016	USD	JPY	0.851852517514
3/7/2016	USD	GBP	0.939982953
3/7/2016	USD	AUD	0.942950023094
3/7/2016	USD	CHF	0.657947572036
3/7/2016	USD	XAG	0.539800074194
3/7/2016	USD	XAU	0.95560817727
3/7/2016	USD	NZD	0.529747188819
3/8/2016	USD	EUR	0.950521757689
3/8/2016	USD	JPY	0.975407688065
3/8/2016	USD	GBP	0.75864812054
3/8/2016	USD	AUD	0.52836017037
3/8/2016	USD	CHF	0.811372207751
3/8/2016	USD	XAG	0.926343509851
3/8/2016	USD	XAU	0.91924791266
3/8/2016	USD	NZD	0.807000595539
3/9/2016	USD	EUR	0.990473354946
3/9/2016	USD	JPY	0.867200940252
3/9/2016	USD	GBP	0.828110656709
3/9/2016	USD	AUD	0.593906280358
3/9/2016	USD	CHF	0.70146950296
3/9/2016	USD	XAG	0.794821950085
3/9/2016	USD	XAU	0.703416163806
3/9/2016	USD	NZD	0.983134572118
3/10/2016	USD	EUR	0.881548031562
3/10/2016	USD	JPY	0.780324721647
3/10/2016	USD	GBP	0.703466104145
3/10/2016	USD	AUD	0.750480563597
3/10/2016	USD	CHF	0.843632583352
3/10/2016	USD	XAG	0.831053033367
3/10/2016	USD	XAU	0.980058771451
3/10/2016	USD	NZD	0.905013232328
3/11/2016	USD	EUR	0.833475176984
3/11/2016	USD	JPY	0.948369661374
3/11/2016	USD	GBP	0.906295280681
3/11/2016	USD	AUD	0.662157037837
3/11/2016	USD	CHF	0.571919376668
3/11/2016	USD	XAG	0.528718461333
3/11/2016	USD	XAU	0.514142599279
3/11/2016	USD	NZD	0.794987387496
3/12/2016	USD	EUR	0.796200689972
3/12/2016	USD	JPY	0.642084801763
3/12/2016	USD	GBP	0.665820185619
3/12/2016	USD	AUD	0.683930443861
3/12/2016	USD	CHF	0.846158645566
3/12/2016	USD	XAG	0.703863069248
3/12/2016	USD	XAU	0.846911295785
3/12/2016	USD	NZD	0.755727938963
3/13/2016	USD	EUR	0.580174264688
3/13/2016	USD	JPY	0.941940987245
3/13/2016	USD	GBP	0.687743223208
3/13/2016	USD	AUD	0.831386852806
3/13/2016	USD	CHF	0.889099672151
3/13/2016	USD	XAG	0.889889257028
3/13/2016	USD	XAU	0.766310445186
3/13/2016	USD	NZD	0.894077680239
3/14/2016	USD	EUR	0.585494790472
3/14/2016	USD	JPY	0.864441279424
3/14/2016	USD	GBP	0.914991927881
3/14/2016	USD	AUD	0.593052830546
3/14/2016	USD	CHF	0.904124593386
3/14/2016	USD	XAG	0.687077946982
3/14/2016	USD	XAU	0.552301586128
3/14/2016	USD	NZD	0.640500107549
3/15/2016	USD	EUR	0.947986202731
3/15/2016	USD	JPY	0.727119406521
3/15/2016	USD	GBP	0.785569404727
3/15/2016	USD	AUD	0.751431881972
3/15/2016	USD	CHF	0.889958100469
3/15/2016	USD	XAG	0.509876747502
3/15/2016	USD	XAU	0.557245798832
3/15/2016	USD	NZD	0.928706890335
3/16/2016	USD	EUR	0.648540455796
3/16/2016	USD	JPY	0.959167420532
3/16/2016	USD	GBP	0.661376093454
3/16/2016	USD	AUD	0.663514192702
3/16/2016	USD	CHF	0.724950774631
3/16/2016	USD	XAG	0.589045317577
3/16/2016	USD	XAU	0.764452681995
3/16/2016	USD	NZD	0.75576960873
3/17/2016	USD	EUR	0.502625569987
3/17/2016	USD	JPY	0.510756833408
3/17/2016	USD	GBP	0.943000418684
3/17/2016	USD	AUD	0.507127982795
3/17/2016	USD	CHF	0.955203102652
3/17/2016	USD	XAG	0.801850162793
3/17/2016	USD	XAU	0.535708429685
3/17/2016	USD	NZD	0.520246544812
3/18/2016	USD	EUR	0.773345480396
3/18/2016	USD	JPY	0.628427211441
3/18/2016	USD	GBP	0.792907057927
3/18/2016	USD	AUD	0.535880381965
3/18/2016	USD	CHF	0.510765763233
3/18/2016	USD	XAG	0.680092770351
3/18/2016	USD	XAU	0.955570896358
3/18/2016	USD	NZD	0.897563113115
3/19/2016	USD	EUR	0.775566792456
3/19/2016	USD	JPY	0.644426685014
3/19/2016	USD	GBP	0.978149884449
3/19/2016	USD	AUD	0.741777753413
3/19/2016	USD	CHF	0.896352752128
3/19/2016	USD	XAG	0.666100469368
3/19/2016	USD	XAU	0.575364061783
3/19/2016	USD	NZD	0.558028520172
3/20/2016	USD	EUR	0.86683545303
3/20/2016	USD	JPY	0.743895619174
3/20/2016	USD	GBP	0.749204046834
3/20/2016	USD	AUD	0.792625206161
3/20/2016	USD	CHF	0.716184420584
3/20/2016	USD	XAG	0.698579849211
3/20/2016	USD	XAU	0.829740908712
3/20/2016	USD	NZD	0.744279690493
3/21/2016	USD	EUR	0.85154195603
3/21/2016	USD	JPY	0.946159555311
3/21/2016	USD	GBP	0.990263779982
3/21/2016	USD	AUD	0.969712285323
3/21/2016	USD	CHF	0.999640814049
3/21/2016	USD	XAG	0.692500300978
3/21/2016	USD	XAU	0.784292589547
3/21/2016	USD	NZD	0.93053840831
3/22/2016	USD	EUR	0.75504089902
3/22/2016	USD	JPY	0.709818156364
3/22/2016	USD	GBP	0.602395668877
3/22/2016	USD	AUD	0.906557118392
3/22/2016	USD	CHF	0.763283168773
3/22/2016	USD	XAG	0.57821973315
3/22/2016	USD	XAU	0.808455509745
3/22/2016	USD	NZD	0.940119659302
3/23/2016	USD	EUR	0.981300025322
3/23/2016	USD	JPY	0.628362800656
3/23/2016	USD	GBP	0.624241782873
3/23/2016	USD	AUD	0.611391186063
3/23/2016	USD	CHF	0.61217620981
3/23/2016	USD	XAG	0.980582524065
3/23/2016	USD	XAU	0.553139297687
3/23/2016	USD	NZD	0.798156732173
3/24/2016	USD	EUR	0.97086540117
