days	index	term	rate
107	LIBOR	1Y	0.0881685619092
108	LIBOR	1Y	0.0842522147688
109	LIBOR	1Y	0.0816248457522
110	LIBOR	1Y	0.0836839968468
111	LIBOR	1Y	0.0810621475757
112	LIBOR	1Y	0.0850922103743
113	LIBOR	1Y	0.0850091195822
114	LIBOR	1Y	0.0889910848842
115	LIBOR	1Y	0.0826998961133
116	LIBOR	1Y	0.0817679325436
117	LIBOR	1Y	0.0809116141886
118	LIBOR	1Y	0.0852892993392
119	LIBOR	1Y	0.0890827753245
120	LIBOR	1Y	0.0810095973078
121	LIBOR	1Y	0.0843430224658
122	LIBOR	1Y	0.0864240456115
123	LIBOR	1Y	0.0811427635165
124	LIBOR	1Y	0.0869770992786
125	LIBOR	1Y	0.0880375559562
126	LIBOR	1Y	0.0864261702701
127	LIBOR	1Y	0.0882190678314
128	LIBOR	1Y	0.0889372776506
129	LIBOR	1Y	0.0899024873937
130	LIBOR	1Y	0.0848065792786
131	LIBOR	1Y	0.0848725011098
132	LIBOR	1Y	0.0804252330403
133	LIBOR	1Y	0.0872028554885
134	LIBOR	1Y	0.0861763478891
135	LIBOR	1Y	0.0861502700223
136	LIBOR	1Y	0.0859169512429
137	LIBOR	1Y	0.0894833937364
138	LIBOR	1Y	0.0861542773546
139	LIBOR	1Y	0.0876981154146
140	LIBOR	1Y	0.0830598568958
141	LIBOR	1Y	0.0880556006883
142	LIBOR	1Y	0.0832159517572
143	LIBOR	1Y	0.082833302245
144	LIBOR	1Y	0.087045660728
145	LIBOR	1Y	0.0800809849635
146	LIBOR	1Y	0.0830509842528
147	LIBOR	1Y	0.089512185443
148	LIBOR	1Y	0.0815368226017
149	LIBOR	1Y	0.08530895844
150	LIBOR	1Y	0.0811378566652
151	LIBOR	1Y	0.0843250714563
152	LIBOR	1Y	0.0818356717089
153	LIBOR	1Y	0.080734200119
154	LIBOR	1Y	0.0861441528599
155	LIBOR	1Y	0.0856363154191
156	LIBOR	1Y	0.0860119482668
157	LIBOR	1Y	0.0896708852095
158	LIBOR	1Y	0.0806605068001
159	LIBOR	1Y	0.0844113906165
160	LIBOR	1Y	0.0824549117648
161	LIBOR	1Y	0.0831512362852
162	LIBOR	1Y	0.0842714693165
163	LIBOR	1Y	0.0863432399376
164	LIBOR	1Y	0.0874249261865
165	LIBOR	1Y	0.0838216850734
166	LIBOR	1Y	0.0876349717873
167	LIBOR	1Y	0.0882427984702
168	LIBOR	1Y	0.0842632360509
169	LIBOR	1Y	0.0854322077398
170	LIBOR	1Y	0.0883964337272
171	LIBOR	1Y	0.0830374963845
172	LIBOR	1Y	0.0812434068314
173	LIBOR	1Y	0.0866736323196
174	LIBOR	1Y	0.0859101630802
175	LIBOR	1Y	0.082313323301
176	LIBOR	1Y	0.0821843574768
177	LIBOR	1Y	0.0848564237036
178	LIBOR	1Y	0.0824743447647
179	LIBOR	1Y	0.0895101961786
180	LIBOR	1Y	0.0890338608848
181	LIBOR	1Y	0.0882124876026
182	LIBOR	1Y	0.0801368158115
183	LIBOR	1Y	0.0896071785246
184	LIBOR	1Y	0.0855613526745
185	LIBOR	1Y	0.083778603524
186	LIBOR	1Y	0.0803396319003
187	LIBOR	1Y	0.0884567938376
188	LIBOR	1Y	0.0818358136193
189	LIBOR	1Y	0.0884290279483
190	LIBOR	1Y	0.0872859087243
191	LIBOR	1Y	0.0826336525907
192	LIBOR	1Y	0.0855734465461
193	LIBOR	1Y	0.0802668152507
194	LIBOR	1Y	0.0843222291309
195	LIBOR	1Y	0.0825011769507
196	LIBOR	1Y	0.0886065184671
197	LIBOR	1Y	0.0888375482494
198	LIBOR	1Y	0.0873643775477
199	LIBOR	1Y	0.0820877859432
200	LIBOR	1Y	0.0833354635238
201	LIBOR	1Y	0.0885777349702
202	LIBOR	1Y	0.0898474051762
203	LIBOR	1Y	0.0889241361828
204	LIBOR	1Y	0.0850373006354
205	LIBOR	1Y	0.0821114555674
206	LIBOR	1Y	0.0800789710269
207	LIBOR	1Y	0.0846192421959
208	LIBOR	1Y	0.0829118714656
209	LIBOR	1Y	0.086827894434
210	LIBOR	1Y	0.0829625895949
211	LIBOR	1Y	0.084610822057
212	LIBOR	1Y	0.0857233615289
213	LIBOR	1Y	0.0845267638682
214	LIBOR	1Y	0.0846748454761
215	LIBOR	1Y	0.0870042600314
216	LIBOR	1Y	0.0818161501992
217	LIBOR	1Y	0.0884402772256
218	LIBOR	1Y	0.0883018359806
219	LIBOR	1Y	0.0868443947476
220	LIBOR	1Y	0.0886440108559
221	LIBOR	1Y	0.0878563357837
222	LIBOR	1Y	0.0801709198294
223	LIBOR	1Y	0.0805025475878
224	LIBOR	1Y	0.0867510394112
225	LIBOR	1Y	0.0831919541181
226	LIBOR	1Y	0.0822290368224
227	LIBOR	1Y	0.0875916859556
228	LIBOR	1Y	0.0852963817873
229	LIBOR	1Y	0.080514432941
230	LIBOR	1Y	0.082147065418
231	LIBOR	1Y	0.0870020220341
232	LIBOR	1Y	0.0864865837516
233	LIBOR	1Y	0.0804829888723
234	LIBOR	1Y	0.0858430421559
235	LIBOR	1Y	0.0811206740849
236	LIBOR	1Y	0.0872269102314
237	LIBOR	1Y	0.0834871442324
238	LIBOR	1Y	0.080913019018
239	LIBOR	1Y	0.0862953509317
240	LIBOR	1Y	0.0812898981907
241	LIBOR	1Y	0.0821737351345
242	LIBOR	1Y	0.0853036735213
243	LIBOR	1Y	0.0876584119495
244	LIBOR	1Y	0.0881588933484
245	LIBOR	1Y	0.0806064162001
246	LIBOR	1Y	0.0875586370484
247	LIBOR	1Y	0.0805407643389
248	LIBOR	1Y	0.0867650130056
249	LIBOR	1Y	0.0859859235348
250	LIBOR	1Y	0.0867039778528
251	LIBOR	1Y	0.0804168886233
252	LIBOR	1Y	0.0816330343112
253	LIBOR	1Y	0.0804719844665
254	LIBOR	1Y	0.0885544211778
255	LIBOR	1Y	0.0835571337383
256	LIBOR	1Y	0.0852940462552
257	LIBOR	1Y	0.0811478001099
258	LIBOR	1Y	0.0804234145309
259	LIBOR	1Y	0.0824366212793
260	LIBOR	1Y	0.0855342482435
261	LIBOR	1Y	0.0897321768584
262	LIBOR	1Y	0.0885573998371
263	LIBOR	1Y	0.0811286339654
264	LIBOR	1Y	0.0850913075607
265	LIBOR	1Y	0.0898499015707
266	LIBOR	1Y	0.0838537988456
267	LIBOR	1Y	0.0822712724902
268	LIBOR	1Y	0.0878144554848
269	LIBOR	1Y	0.0804820658423
270	LIBOR	1Y	0.0849758790853
271	LIBOR	1Y	0.0867588073189
272	LIBOR	1Y	0.0896052184966
273	LIBOR	1Y	0.082908916432
274	LIBOR	1Y	0.0857409909416
275	LIBOR	1Y	0.0813855893975
276	LIBOR	1Y	0.0891813297268
277	LIBOR	1Y	0.0860640561328
278	LIBOR	1Y	0.0851146944428
279	LIBOR	1Y	0.0889150354126
280	LIBOR	1Y	0.088918386756
281	LIBOR	1Y	0.0805635627287
282	LIBOR	1Y	0.0813107340958
283	LIBOR	1Y	0.0848301295139
284	LIBOR	1Y	0.0898237820397
285	LIBOR	1Y	0.0891602365628
286	LIBOR	1Y	0.08588942597
287	LIBOR	1Y	0.0828784771862
288	LIBOR	1Y	0.0875236050754
289	LIBOR	1Y	0.0897857075291
290	LIBOR	1Y	0.0863235003672
291	LIBOR	1Y	0.0807933942001
292	LIBOR	1Y	0.0832976589045
293	LIBOR	1Y	0.0858493937008
294	LIBOR	1Y	0.0873013152001
295	LIBOR	1Y	0.0881897004663
296	LIBOR	1Y	0.0800257225494
297	LIBOR	1Y	0.0891858025273
298	LIBOR	1Y	0.0876737206475
299	LIBOR	1Y	0.0851259745018
300	LIBOR	1Y	0.0823727128705
301	LIBOR	1Y	0.0842714028774
302	LIBOR	1Y	0.0814167972172
303	LIBOR	1Y	0.08249558497
304	LIBOR	1Y	0.0866337515868
305	LIBOR	1Y	0.0844803776151
306	LIBOR	1Y	0.0838186042737
307	LIBOR	1Y	0.0851453717761
308	LIBOR	1Y	0.0891672133938
309	LIBOR	1Y	0.0884917054771
310	LIBOR	1Y	0.0890353757863
311	LIBOR	1Y	0.0854340843699
312	LIBOR	1Y	0.0891833346615
313	LIBOR	1Y	0.0876614513576
314	LIBOR	1Y	0.0874690429921
315	LIBOR	1Y	0.0857984710095
316	LIBOR	1Y	0.0876638273857
317	LIBOR	1Y	0.0858495227863
318	LIBOR	1Y	0.0813608624857
319	LIBOR	1Y	0.0884988391448
320	LIBOR	1Y	0.0851639601842
321	LIBOR	1Y	0.0821231597696
322	LIBOR	1Y	0.0894069910333
323	LIBOR	1Y	0.0867301647665
324	LIBOR	1Y	0.0868230982959
325	LIBOR	1Y	0.0829822119604
326	LIBOR	1Y	0.0883450099278
327	LIBOR	1Y	0.0886529665496
328	LIBOR	1Y	0.0899993295278
329	LIBOR	1Y	0.0848423536197
330	LIBOR	1Y	0.080362881911
331	LIBOR	1Y	0.0860215472516
332	LIBOR	1Y	0.0878017496229
333	LIBOR	1Y	0.0807395248881
334	LIBOR	1Y	0.0855969447077
335	LIBOR	1Y	0.0827211157057
336	LIBOR	1Y	0.0861747120242
337	LIBOR	1Y	0.0800122031892
338	LIBOR	1Y	0.0882689831676
339	LIBOR	1Y	0.089198334947
340	LIBOR	1Y	0.0831715487501
341	LIBOR	1Y	0.0881866125147
342	LIBOR	1Y	0.0887928681156
343	LIBOR	1Y	0.0894517092476
344	LIBOR	1Y	0.0872671242791
345	LIBOR	1Y	0.0819769501199
346	LIBOR	1Y	0.0882697513384
347	LIBOR	1Y	0.0856646924545
348	LIBOR	1Y	0.0893254435199
349	LIBOR	1Y	0.0847230636311
350	LIBOR	1Y	0.0801634051319
351	LIBOR	1Y	0.0873793914025
352	LIBOR	1Y	0.0860482914416
353	LIBOR	1Y	0.087972655705
354	LIBOR	1Y	0.0811620459996
355	LIBOR	1Y	0.0867148074329
356	LIBOR	1Y	0.0820260602434
357	LIBOR	1Y	0.0823584196865
358	LIBOR	1Y	0.080655683533
359	LIBOR	1Y	0.0848002680743
360	LIBOR	1Y	0.0823399872288
361	LIBOR	1Y	0.085201045877
362	LIBOR	1Y	0.0857532735375
363	LIBOR	1Y	0.0857947774827
364	LIBOR	1Y	0.0879389697168
365	LIBOR	1Y	0.0806913679214
366	LIBOR	1Y	0.0841399986265
367	LIBOR	1Y	0.0836712952382
368	LIBOR	1Y	0.0849261004212
369	LIBOR	1Y	0.0877697160477
370	LIBOR	1Y	0.0814871715221
371	LIBOR	1Y	0.087284929513
372	LIBOR	1Y	0.0882235636066
373	LIBOR	1Y	0.0872615829888
374	LIBOR	1Y	0.0896904541489
375	LIBOR	1Y	0.0813365195263
376	LIBOR	1Y	0.0881271909249
377	LIBOR	1Y	0.0884830223613
378	LIBOR	1Y	0.0868888587518
379	LIBOR	1Y	0.0817458488884
380	LIBOR	1Y	0.0884918840058
381	LIBOR	1Y	0.0843815856303
382	LIBOR	1Y	0.0847302201903
383	LIBOR	1Y	0.0888670874924
384	LIBOR	1Y	0.0842230410462
385	LIBOR	1Y	0.0829545644348
386	LIBOR	1Y	0.0807446495707
387	LIBOR	1Y	0.0882254066657
388	LIBOR	1Y	0.086277188131
389	LIBOR	1Y	0.0855071681525
390	LIBOR	1Y	0.0895984071996
391	LIBOR	1Y	0.0821818602166
392	LIBOR	1Y	0.08197097058
393	LIBOR	1Y	0.0830279877698
394	LIBOR	1Y	0.0830626567801
395	LIBOR	1Y	0.0845065890889
396	LIBOR	1Y	0.0813291635727
397	LIBOR	1Y	0.0876347498506
398	LIBOR	1Y	0.0839588428611
399	LIBOR	1Y	0.0812835346598
400	LIBOR	1Y	0.0863742242064
401	LIBOR	1Y	0.0893216853356
402	LIBOR	1Y	0.0859233998542
403	LIBOR	1Y	0.0870044979367
404	LIBOR	1Y	0.0885373398199
405	LIBOR	1Y	0.0881949904434
406	LIBOR	1Y	0.0850810527456
407	LIBOR	1Y	0.0840752100551
408	LIBOR	1Y	0.0854546565959
409	LIBOR	1Y	0.0841384777465
410	LIBOR	1Y	0.0888290125614
411	LIBOR	1Y	0.086732259305
412	LIBOR	1Y	0.0843732731892
413	LIBOR	1Y	0.0886297203992
414	LIBOR	1Y	0.0892136658022
415	LIBOR	1Y	0.0811482585119
416	LIBOR	1Y	0.0862719673568
417	LIBOR	1Y	0.081009327065
418	LIBOR	1Y	0.0818562452047
419	LIBOR	1Y	0.0830125499072
420	LIBOR	1Y	0.0822688705106
421	LIBOR	1Y	0.0872196404743
422	LIBOR	1Y	0.0879643358234
423	LIBOR	1Y	0.0868379551595
424	LIBOR	1Y	0.0841624377043
425	LIBOR	1Y	0.0853965513351
426	LIBOR	1Y	0.083433096374
427	LIBOR	1Y	0.0837081956257
428	LIBOR	1Y	0.0814656003183
429	LIBOR	1Y	0.0854896238067
430	LIBOR	1Y	0.0832589353817
431	LIBOR	1Y	0.0859656161782
432	LIBOR	1Y	0.0845290218756
433	LIBOR	1Y	0.0864632426121
434	LIBOR	1Y	0.0830801628279
435	LIBOR	1Y	0.0825134790355
436	LIBOR	1Y	0.0896343779737
437	LIBOR	1Y	0.082657222393
438	LIBOR	1Y	0.0804566182767
439	LIBOR	1Y	0.0819800132736
440	LIBOR	1Y	0.0812739164565
441	LIBOR	1Y	0.0802921891766
442	LIBOR	1Y	0.08276056539
443	LIBOR	1Y	0.0868047361216
444	LIBOR	1Y	0.0841996286006
445	LIBOR	1Y	0.0878417174941
446	LIBOR	1Y	0.0812794318662
447	LIBOR	1Y	0.0883716996819
448	LIBOR	1Y	0.0875111687037
449	LIBOR	1Y	0.0863986085151
450	LIBOR	1Y	0.0889907983147
451	LIBOR	1Y	0.0802239144344
452	LIBOR	1Y	0.0885533849286
453	LIBOR	1Y	0.0810818262177
454	LIBOR	1Y	0.0803481111181
455	LIBOR	1Y	0.0803585425773
456	LIBOR	1Y	0.0891105578026
457	LIBOR	1Y	0.083675204289
458	LIBOR	1Y	0.0829942887287
459	LIBOR	1Y	0.0887627840733
460	LIBOR	1Y	0.080517007605
461	LIBOR	1Y	0.0870233586538
462	LIBOR	1Y	0.0856454233762
463	LIBOR	1Y	0.0857997999425
464	LIBOR	1Y	0.0888263517308
465	LIBOR	1Y	0.0893361792862
466	LIBOR	1Y	0.082129099029
467	LIBOR	1Y	0.0878303039605
468	LIBOR	1Y	0.0841981578788
469	LIBOR	1Y	0.0877679338144
470	LIBOR	1Y	0.083642198452
471	LIBOR	1Y	0.083578811186
472	LIBOR	1Y	0.0884071461736
473	LIBOR	1Y	0.0875235744207
474	LIBOR	1Y	0.0822503608996
475	LIBOR	1Y	0.0884300970315
476	LIBOR	1Y	0.0849142521173
477	LIBOR	1Y	0.0824856997129
478	LIBOR	1Y	0.0879403805505
479	LIBOR	1Y	0.0810645191124
480	LIBOR	1Y	0.0870672361349
481	LIBOR	1Y	0.0820881646076
482	LIBOR	1Y	0.0871561868516
483	LIBOR	1Y	0.0881517998577
484	LIBOR	1Y	0.0890928654624
485	LIBOR	1Y	0.0854569174995
486	LIBOR	1Y	0.0876772179297
487	LIBOR	1Y	0.0821424548409
488	LIBOR	1Y	0.086571429525
489	LIBOR	1Y	0.0888745754978
490	LIBOR	1Y	0.0860765724872
491	LIBOR	1Y	0.0841874146067
492	LIBOR	1Y	0.0833360401508
493	LIBOR	1Y	0.0842379443837
494	LIBOR	1Y	0.0879021926501
495	LIBOR	1Y	0.0886070849569
496	LIBOR	1Y	0.0809733937928
497	LIBOR	1Y	0.0862274949056
498	LIBOR	1Y	0.0847482501018
499	LIBOR	1Y	0.0840565283099
500	LIBOR	1Y	0.0861632196939
501	LIBOR	1Y	0.0847744752426
502	LIBOR	1Y	0.0870454004589
503	LIBOR	1Y	0.0836135207071
504	LIBOR	1Y	0.0847662270726
505	LIBOR	1Y	0.080634827549
506	LIBOR	1Y	0.0877148817694
507	LIBOR	1Y	0.0810392199389
508	LIBOR	1Y	0.0867172084204
509	LIBOR	1Y	0.0811477163203
510	LIBOR	1Y	0.0867504820461
511	LIBOR	1Y	0.087234060204
512	LIBOR	1Y	0.0894063867988
513	LIBOR	1Y	0.0865351811884
514	LIBOR	1Y	0.0870971932889
515	LIBOR	1Y	0.0820849725486
516	LIBOR	1Y	0.0818560387203
517	LIBOR	1Y	0.0826632283702
518	LIBOR	1Y	0.0810936841699
519	LIBOR	1Y	0.0821399168523
520	LIBOR	1Y	0.0872540027086
521	LIBOR	1Y	0.0848951337297
522	LIBOR	1Y	0.0828804614934
523	LIBOR	1Y	0.0802738854212
524	LIBOR	1Y	0.0885871758988
525	LIBOR	1Y	0.0863601949279
526	LIBOR	1Y	0.0852280085938
527	LIBOR	1Y	0.0880077263881
528	LIBOR	1Y	0.084866902727
529	LIBOR	1Y	0.0877152269492
530	LIBOR	1Y	0.081556766668
531	LIBOR	1Y	0.0885717306005
532	LIBOR	1Y	0.0805467060383
533	LIBOR	1Y	0.0823898074204
534	LIBOR	1Y	0.0834267585119
535	LIBOR	1Y	0.0894198409064
536	LIBOR	1Y	0.0841923179788
537	LIBOR	1Y	0.0810883418601
538	LIBOR	1Y	0.0829519735653
539	LIBOR	1Y	0.0804108056092
540	LIBOR	1Y	0.0840720062887
541	LIBOR	1Y	0.0899436461089
542	LIBOR	1Y	0.0803295007913
543	LIBOR	1Y	0.0819782231442
544	LIBOR	1Y	0.0856896729657
545	LIBOR	1Y	0.0892650937301
546	LIBOR	1Y	0.0849228993024
547	LIBOR	1Y	0.0865487236592
548	LIBOR	1Y	0.0848925250373
549	LIBOR	1Y	0.0824044836945
550	LIBOR	1Y	0.0861791410035
551	LIBOR	1Y	0.0806407958497
552	LIBOR	1Y	0.0812937139951
553	LIBOR	1Y	0.0814377697556
554	LIBOR	1Y	0.0885075597016
555	LIBOR	1Y	0.0849045133967
556	LIBOR	1Y	0.086486445231
557	LIBOR	1Y	0.0826704379765
558	LIBOR	1Y	0.0869231095215
559	LIBOR	1Y	0.0838435382719
560	LIBOR	1Y	0.0836532313622
561	LIBOR	1Y	0.0816219677794
562	LIBOR	1Y	0.0816832464125
563	LIBOR	1Y	0.0811992341194
564	LIBOR	1Y	0.0804368880413
565	LIBOR	1Y	0.085827778414
566	LIBOR	1Y	0.0892549001864
567	LIBOR	1Y	0.0853289092902
568	LIBOR	1Y	0.0837575776627
569	LIBOR	1Y	0.0820023856317
570	LIBOR	1Y	0.0884421582397
571	LIBOR	1Y	0.0830692626236
572	LIBOR	1Y	0.0838727593327
573	LIBOR	1Y	0.0853349118523
574	LIBOR	1Y	0.0869357264235
575	LIBOR	1Y	0.0805968954925
576	LIBOR	1Y	0.0852434197822
577	LIBOR	1Y	0.0841762699486
578	LIBOR	1Y	0.0804503281623
579	LIBOR	1Y	0.0830585520272
580	LIBOR	1Y	0.0831493423214
581	LIBOR	1Y	0.0853602147199
582	LIBOR	1Y	0.0819691244258
583	LIBOR	1Y	0.0874165742423
584	LIBOR	1Y	0.0822996733964
585	LIBOR	1Y	0.0835525244823
586	LIBOR	1Y	0.0803318909963
587	LIBOR	1Y	0.0815565253741
588	LIBOR	1Y	0.0892750781335
589	LIBOR	1Y	0.0804553281839
590	LIBOR	1Y	0.0898427792122
591	LIBOR	1Y	0.0879886041193
592	LIBOR	1Y	0.0840982627869
593	LIBOR	1Y	0.0886101419451
594	LIBOR	1Y	0.0870726251191
595	LIBOR	1Y	0.0854980979609
596	LIBOR	1Y	0.0823262851259
597	LIBOR	1Y	0.088111247106
598	LIBOR	1Y	0.0801077956275
599	LIBOR	1Y	0.0829479512236
600	LIBOR	1Y	0.0859982506336
601	LIBOR	1Y	0.0891449053005
602	LIBOR	1Y	0.0813758509264
603	LIBOR	1Y	0.0860285921184
604	LIBOR	1Y	0.0834041087143
605	LIBOR	1Y	0.0800158436694
606	LIBOR	1Y	0.0866622409834
607	LIBOR	1Y	0.0809127577842
608	LIBOR	1Y	0.0886801657319
609	LIBOR	1Y	0.080617623255
610	LIBOR	1Y	0.0871340632024
611	LIBOR	1Y	0.0837870083489
612	LIBOR	1Y	0.0869879591623
613	LIBOR	1Y	0.0825446706698
614	LIBOR	1Y	0.0850353990814
615	LIBOR	1Y	0.0863967530512
616	LIBOR	1Y	0.0827445012885
617	LIBOR	1Y	0.0858246838525
618	LIBOR	1Y	0.0823607301633
619	LIBOR	1Y	0.0808285007176
620	LIBOR	1Y	0.0803012609181
621	LIBOR	1Y	0.0896819244752
622	LIBOR	1Y	0.0840822461036
623	LIBOR	1Y	0.0861966152907
624	LIBOR	1Y	0.0815059542838
625	LIBOR	1Y	0.086798860246
626	LIBOR	1Y	0.0845605771622
627	LIBOR	1Y	0.0869584240121
628	LIBOR	1Y	0.0802895812743
629	LIBOR	1Y	0.0832787513217
630	LIBOR	1Y	0.0858941130943
631	LIBOR	1Y	0.0834932265058
632	LIBOR	1Y	0.0865444586434
633	LIBOR	1Y	0.0812552901415
634	LIBOR	1Y	0.084528996637
635	LIBOR	1Y	0.081696725048
636	LIBOR	1Y	0.0892835284919
637	LIBOR	1Y	0.0898710517155
638	LIBOR	1Y	0.0856935151334
639	LIBOR	1Y	0.0814150468807
640	LIBOR	1Y	0.0811753541788
641	LIBOR	1Y	0.0896075691439
642	LIBOR	1Y	0.0870454185256
643	LIBOR	1Y	0.0825080384835
644	LIBOR	1Y	0.0850206377575
645	LIBOR	1Y	0.0855367493434
646	LIBOR	1Y	0.0834203616631
647	LIBOR	1Y	0.0875451860632
648	LIBOR	1Y	0.0820057293742
649	LIBOR	1Y	0.0828638991975
650	LIBOR	1Y	0.0846624895168
651	LIBOR	1Y	0.0898221110979
652	LIBOR	1Y	0.086604696576
653	LIBOR	1Y	0.0830994322605
654	LIBOR	1Y	0.0841243550351
655	LIBOR	1Y	0.082388554379
656	LIBOR	1Y	0.0846112643137
657	LIBOR	1Y	0.0884961788112
658	LIBOR	1Y	0.0872682751559
659	LIBOR	1Y	0.0885355670381
660	LIBOR	1Y	0.0809052609256
661	LIBOR	1Y	0.0877403791392
662	LIBOR	1Y	0.0868680622188
663	LIBOR	1Y	0.0899454263613
664	LIBOR	1Y	0.0865861041617
665	LIBOR	1Y	0.0824270130665
666	LIBOR	1Y	0.0828376390834
667	LIBOR	1Y	0.083164655171
668	LIBOR	1Y	0.0805404186855
669	LIBOR	1Y	0.0866084355526
670	LIBOR	1Y	0.0864657758486
671	LIBOR	1Y	0.0879962852922
672	LIBOR	1Y	0.0864977646137
673	LIBOR	1Y	0.0870768097447
674	LIBOR	1Y	0.0875223864988
675	LIBOR	1Y	0.0837788731848
676	LIBOR	1Y	0.0889699872111
677	LIBOR	1Y	0.0826849152975
678	LIBOR	1Y	0.0840586813449
679	LIBOR	1Y	0.0823370187385
680	LIBOR	1Y	0.0871104528162
681	LIBOR	1Y	0.0870559994178
682	LIBOR	1Y	0.0869947414352
683	LIBOR	1Y	0.0839373250511
684	LIBOR	1Y	0.0868169029551
685	LIBOR	1Y	0.0822130857605
686	LIBOR	1Y	0.0857443836501
687	LIBOR	1Y	0.081769252681
688	LIBOR	1Y	0.083253114507
689	LIBOR	1Y	0.0893529698295
690	LIBOR	1Y	0.0865811499088
691	LIBOR	1Y	0.081548466184
692	LIBOR	1Y	0.0866014476585
693	LIBOR	1Y	0.0801859260655
694	LIBOR	1Y	0.089249451933
695	LIBOR	1Y	0.0826192408042
696	LIBOR	1Y	0.0873455378347
697	LIBOR	1Y	0.0886295913002
698	LIBOR	1Y	0.08982083098
699	LIBOR	1Y	0.089808466686
700	LIBOR	1Y	0.0872536605727
701	LIBOR	1Y	0.0864300666125
702	LIBOR	1Y	0.0885118669275
